occupants,cooking_range,plug_loads_tv,plug_loads_other,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,hot_water_clothes_washer,clothes_washer,clothes_dryer,hot_water_dishwasher,dishwasher,hot_water_fixtures,refrigerator,ceiling_fan,outage,heating_season,cooling_season,natural_ventilation,water_heater_setpoint
1,0.467,0.0405,0.465,0.0495,0.334,0.334,0,0,0,0,0,0,0,0.72,0.258,0,1,1,0,125
1,0,0.0653,0.461,0.222,0.398,0.398,0,0,0,0,0,0,0.147,0.76,0.352,0,1,1,0,125
0.333,0,0.09,0.484,0.163,0.436,0.436,0,0,0,0,0,0,0.199,0.8,0.317,0,1,1,0,125
0.333,0,0.11,0.488,0.162,0.315,0.315,0,0,0,0,0,0,0.338,0.82,0.277,0,1,1,0,125
0.333,0,0.131,0.488,0.156,0.213,0.213,0,0,0,0,0,0,0.126,0.82,0.243,0,1,1,0,125
0.333,0,0.146,0.488,0.153,0.222,0.222,0,0,0,0,0,0,0.0992,0.8,0.246,0,1,1,0,125
0.333,0,0.162,0.492,0.147,0.232,0.232,0,0,0,0,0,0,0.257,0.8,0.249,0,1,1,0,125
0.667,0,0.171,0.528,0.237,0.222,0.222,0,0,0,0,0,0,0.128,0.84,0.234,0,1,1,0,125
0.667,0,0.194,0.528,0.235,0.259,0.259,0,0.416,0.638,0.383,0,0,0.0428,0.84,0.259,0,1,1,0,125
0.667,0.217,0.205,0.519,0.235,0.287,0.287,0,0.405,0,0.817,0,0,0.14,0.84,0.277,0,1,1,0,125
1,0.0167,0.23,0.571,0.328,0.297,0.297,0,0.482,0,0,0,0,0.0857,0.82,0.297,0,1,1,0,125
1,0,0.286,0.596,0.332,0.361,0.361,0,0,0,0,0,0,0.0428,0.88,0.361,0,1,1,0,125
0.667,0.467,0.351,0.525,0.148,0.491,0.491,0,0,0,0,0,0,0.428,0.96,0.336,0,1,1,0,125
1,0,0.473,0.594,0.273,0.584,0.584,0,0,0,0,0.302,0.167,0.0857,1,0.475,0,1,1,0,125
1,0,0.662,0.569,0.328,0.621,0.621,0,0,0,0,0.406,0.533,0.0428,0.96,0.5,0,1,1,0,125
1,0.467,0.817,0.544,0.413,0.658,0.658,0,0,0,0,0,0,0.0428,0.94,0.525,0,1,1,0,125
1,0,0.774,0.528,0.501,0.639,0.639,0,0,0,0,0,0,0.211,0.92,0.512,0,1,1,0,125
1,0,0.468,0.465,0.0495,0.547,0.547,0,0,0,0,0,0,0.0857,0.88,0.258,0,1,1,0,125
1,0,0.203,0.465,0.0495,0.463,0.463,0,0,0,0,0,0,0,0.82,0.258,0,1,1,0,125
1,0,0.0833,0.465,0.0495,0.371,0.371,0,0,0,0,0,0,0.0428,0.8,0.258,0,1,1,1,125
1,0,0.0405,0.465,0.0495,0.343,0.343,0,0,0,0,0,0,0,0.78,0.258,0,1,1,1,125
1,0,0.0203,0.465,0.0495,0.343,0.343,0,0,0,0,0,0,0,0.76,0.258,0,1,1,1,125
1,0,0.0158,0.465,0.0495,0.334,0.334,0,0,0,0,0,0,0,0.74,0.258,0,1,1,1,125
1,0,0.0248,0.465,0.0495,0.306,0.306,0,0,0,0,0,0,0,0.72,0.258,0,1,1,1,125
1,0,0.0405,0.465,0.0495,0.334,0.334,0,0,0,0,0,0,0,0.72,0.258,0,1,1,1,125
1,0,0.0653,0.463,0.136,0.398,0.398,0,0,0,0,0,0,0,0.76,0.305,0,1,1,1,125
0.667,0,0.09,0.465,0.0495,0.436,0.436,0,0,0,0,0,0,0,0.8,0.258,0,1,1,1,125
0.667,0,0.11,0.511,0.274,0.315,0.315,0,0.421,0.319,0.383,0,0,0.293,0.82,0.296,0,1,1,1,125
0.333,0,0.131,0.488,0.156,0.213,0.213,0,0.616,0,0.333,0,0,0,0.82,0.243,0,1,1,1,125
0.333,0,0.146,0.488,0.153,0.222,0.222,0,0.759,0,0,0,0,0,0.8,0.246,0,1,1,1,125
0.333,0,0.162,0.492,0.147,0.232,0.232,0,0.278,0,0,0,0,0.171,0.8,0.249,0,1,1,1,125
0.333,0,0.171,0.496,0.143,0.222,0.222,0,0.342,0,0,0,0,0.128,0.84,0.246,0,1,1,1,125
0.333,0,0.194,0.496,0.142,0.259,0.259,0,0.556,0,0,0,0,0.0857,0.84,0.258,0,1,1,1,125
0.333,0,0.205,0.492,0.142,0.287,0.287,0,0.212,0,0,0,0,0.0428,0.84,0.268,0,1,1,1,125
0.333,0,0.23,0.501,0.142,0.297,0.297,0,0,0,0,0,0,0.258,0.82,0.271,0,1,1,1,125
0.667,0,0.286,0.552,0.238,0.361,0.361,0,0,0,0,0,0,0.343,0.88,0.327,0,1,1,1,125
1,0,0.351,0.646,0.345,0.491,0.491,0,0,0,0,0,0,0.0428,0.96,0.491,0,1,1,1,125
1,0,0.473,0.658,0.384,0.584,0.584,0,0,0,0,0,0,0,1,0.584,0,1,1,1,125
1,0,0.662,0.621,0.467,0.621,0.621,0,0,0,0,0,0,0.23,0.96,0.621,0,1,1,1,125
1,0,0.817,0.583,0.595,0.658,0.658,0,0,0,0,0,0,0.214,0.94,0.658,0,1,1,1,125
1,0,0.774,0.559,0.726,0.639,0.639,0,0,0,0,0,0,0.3,0.92,0.639,0,1,1,1,125
1,0,0.468,0.476,0.219,0.547,0.547,0,0,0,0,0,0,0.289,0.88,0.354,0,1,1,1,125
1,0,0.203,0.465,0.0495,0.463,0.463,0,0,0,0,0,0,0.0857,0.82,0.258,0,1,1,1,125
1,0,0.099,0.465,0.0495,0.371,0.371,0,0,0,0,0,0,0,0.8,0.258,0,1,1,0,125
1,0,0.0495,0.465,0.0495,0.343,0.343,0,0,0,0,0,0,0.0428,0.78,0.258,0,1,1,0,125
1,0,0.027,0.465,0.0495,0.343,0.343,0,0,0,0,0,0,0,0.76,0.258,0,1,1,0,125
1,0,0.018,0.465,0.0495,0.334,0.334,0,0,0,0,0,0,0,0.74,0.258,0,1,1,0,125
1,0,0.0248,0.465,0.0495,0.306,0.306,0,0,0,0,0,0,0,0.72,0.258,0,1,1,0,125
1,0.717,0.0315,0.447,0.0768,0.334,0.334,0,0,0,0,0,0,0,0.72,0.283,0,1,1,0,125
1,1,0.054,0.463,0.136,0.398,0.398,0,0,0,0,0,0,0,0.76,0.305,0,1,1,0,125
1,0.883,0.0968,0.484,0.163,0.436,0.436,0,0,0,0,0,0,0,0.8,0.317,0,1,1,0,125
1,0.217,0.16,0.488,0.162,0.315,0.315,0,0.195,0.319,0,0,0,0.171,0.82,0.277,0,1,1,0,125
1,0.25,0.212,0.488,0.156,0.213,0.213,0,0.212,0,0.483,0,0,0.471,0.82,0.243,0,1,1,0,125
1,0,0.252,0.534,0.359,0.222,0.222,0,0,0,0,0,0,0.0987,0.8,0.222,0,1,1,0,125
1,0,0.277,0.546,0.343,0.232,0.232,0,0,0,0,0,0,0.109,0.8,0.232,0,1,1,0,125
0.667,0,0.297,0.528,0.237,0.222,0.222,0,0,0,0,0,0,0.493,0.84,0.234,0,1,1,0,125
0.667,0,0.351,0.528,0.235,0.259,0.259,0,0,0,0,0.307,0.417,0.013,0.84,0.259,0,1,1,0,125
0.667,0,0.401,0.519,0.235,0.287,0.287,0,0,0,0,0.611,0.283,0.0428,0.84,0.277,0,1,1,0,125
0.667,0.233,0.441,0.536,0.235,0.297,0.297,0,0,0,0,0.278,0,0.0857,0.82,0.284,0,1,1,0,125
0.667,0,0.464,0.552,0.238,0.361,0.361,0,0,0,0,0,0,0,0.88,0.327,0,1,1,0,125
1,0,0.479,0.585,0.247,0.491,0.491,0,0,0,0,0,0,0.214,0.96,0.413,0,1,1,0,125
1,0,0.565,0.594,0.273,0.584,0.584,0,0,0,0,0,0,0.128,1,0.475,0,1,1,0,125
0.667,0,0.743,0.517,0.189,0.621,0.621,0,0,0,0,0,0,0.343,0.96,0.379,0,1,1,0,125
0.667,0,0.873,0.544,0.413,0.658,0.658,0,0,0,0,0,0,0.0428,0.94,0.525,0,1,1,0,125
1,0,0.806,0.559,0.726,0.639,0.639,0,0,0,0,0.606,0.667,0.0857,0.92,0.639,0,1,1,0,125
1,0,0.509,0.497,0.557,0.547,0.547,0,0,0,0,0.411,0.0333,0.0857,0.88,0.547,0,1,1,0,125
1,0,0.232,0.447,0.249,0.463,0.463,0,0,0,0,0,0,0.0857,0.82,0.463,0,1,1,0,125
1,0,0.099,0.445,0.099,0.371,0.371,0,0,0,0,0,0,0.266,0.8,0.333,0,1,1,0,125
1,0,0.0495,0.465,0.0495,0.343,0.343,0,0,0,0,0,0,0,0.78,0.258,0,1,1,0,125
1,0,0.027,0.465,0.0495,0.343,0.343,0,0,0,0,0,0,0,0.76,0.258,0,1,1,0,125
1,0,0.018,0.465,0.0495,0.334,0.334,0,0,0,0,0,0,0,0.74,0.258,0,1,1,0,125
1,0,0.0248,0.465,0.0495,0.306,0.306,0,0,0,0,0,0,0,0.72,0.258,0,1,1,0,125
1,0,0.0315,0.465,0.0495,0.334,0.334,0,0,0,0,0,0,0,0.72,0.258,0,1,1,0,125
1,0,0.054,0.465,0.0495,0.398,0.398,0,0,0,0,0,0,0,0.76,0.258,0,1,1,0,125
1,0,0.0968,0.484,0.163,0.436,0.436,0,0,0,0,0,0,0,0.8,0.317,0,1,1,0,125
1,0,0.16,0.488,0.162,0.315,0.315,0,0,0,0,0,0,0,0.82,0.277,0,1,1,0,125
1,0.217,0.212,0.511,0.263,0.213,0.213,0,0,0,0,0,0,0,0.82,0.228,0,1,1,0,125
0.667,0.717,0.252,0.488,0.153,0.222,0.222,0,0,0,0,0,0,0.257,0.8,0.246,0,1,1,0,125
1,0,0.277,0.519,0.245,0.232,0.232,0,0,0,0,0,0,0.128,0.8,0.24,0,1,1,0,125
0.667,0,0.297,0.496,0.143,0.222,0.222,0,0,0,0,0,0,0.128,0.84,0.246,0,1,1,0,125
0.667,0,0.351,0.496,0.142,0.259,0.259,0,0,0,0,0,0,0.0428,0.84,0.258,0,1,1,0,125
0.667,0,0.401,0.492,0.142,0.287,0.287,0,0,0,0,0,0,0.214,0.84,0.268,0,1,1,0,125
0.333,0.7,0.441,0.501,0.142,0.297,0.297,0,0,0,0,0,0,0.0428,0.82,0.271,0,1,1,0,125
0.667,0,0.464,0.552,0.238,0.361,0.361,0,0,0,0,0,0,0.171,0.88,0.327,0,1,1,0,125
0.333,0,0.479,0.525,0.148,0.491,0.491,0,0,0,0,0,0,0.171,0.96,0.336,0,1,1,0,125
0.667,0,0.565,0.594,0.273,0.584,0.584,0,0,0,0,0,0,0.0428,1,0.475,0,1,1,0,125
0.667,0,0.743,0.569,0.328,0.621,0.621,0,0,0,0,0,0,0,0.96,0.5,0,1,1,0,125
1,0,0.873,0.583,0.595,0.658,0.658,0,0,0,0,0,0,0,0.94,0.658,0,1,1,0,125
1,0,0.806,0.528,0.501,0.639,0.639,0,0,0,0,0,0,0.269,0.92,0.512,0,1,1,0,125
1,0,0.509,0.486,0.388,0.547,0.547,0,0,0,0,0,0,0,0.88,0.45,0,1,1,0,125
1,0,0.232,0.459,0.116,0.463,0.463,0,0,0,0,0,0,0,0.82,0.326,0,1,1,0,125
1,0,0.0833,0.465,0.0495,0.371,0.371,0,0,0,0,0,0,0,0.8,0.258,0,1,1,1,125
1,0,0.0405,0.465,0.0495,0.343,0.343,0,0,0,0,0,0,0,0.78,0.258,0,1,1,1,125
1,0,0.0203,0.465,0.0495,0.343,0.343,0,0,0,0,0,0,0,0.76,0.258,0,1,1,1,125
1,0,0.0158,0.465,0.0495,0.334,0.334,0,0,0,0,0,0,0,0.74,0.258,0,1,1,1,125
1,0,0.0248,0.465,0.0495,0.306,0.306,0,0,0,0,0,0,0,0.72,0.258,0,1,1,1,125
1,0,0.0405,0.465,0.0495,0.334,0.334,0,0,0,0,0,0,0.0834,0.72,0.258,0,1,1,1,125
1,0,0.0653,0.463,0.136,0.398,0.398,0,0,0,0,0,0,0.132,0.76,0.305,0,1,1,1,125
0.667,0,0.09,0.484,0.163,0.436,0.436,0,0,0,0,0,0,0,0.8,0.317,0,1,1,1,125
0.333,0,0.11,0.488,0.162,0.315,0.315,0,0,0,0,0,0,0,0.82,0.277,0,1,1,1,125
0.333,0,0.131,0.488,0.156,0.213,0.213,0,0,0,0,0,0,0.128,0.82,0.243,0,1,1,1,125
0.333,0,0.146,0.488,0.153,0.222,0.222,0,0,0,0,0,0,0.442,0.8,0.246,0,1,1,1,125
0,0.217,0.162,0.465,0.0495,0.232,0.232,0,0,0,0,0,0,0.0428,0.8,0.258,0,1,1,1,125
0.333,0.0167,0.171,0.496,0.143,0.222,0.222,0,0,0,0,0,0,0.0857,0.84,0.246,0,1,1,1,125
0.333,0,0.194,0.496,0.142,0.259,0.259,0,0,0,0,0,0,0.3,0.84,0.258,0,1,1,1,125
0,0,0.205,0.465,0.0495,0.287,0.287,0,0,0,0,0,0,0.128,0.84,0.258,0,1,1,1,125
0.333,0,0.23,0.501,0.142,0.297,0.297,0,0,0,0,0,0,0.428,0.82,0.271,0,1,1,1,125
0.333,0.217,0.286,0.509,0.144,0.361,0.361,0,0,0,0,0,0,0.214,0.88,0.292,0,1,1,1,125
0.667,0.0167,0.351,0.585,0.247,0.491,0.491,0,0,0,0,0,0,0.128,0.96,0.413,0,1,1,1,125
0.667,0,0.473,0.594,0.273,0.584,0.584,0,0,0,0,0,0,0,1,0.475,0,1,1,1,125
1,0,0.662,0.621,0.467,0.621,0.621,0,0,0,0,0.664,0.917,0.0428,0.96,0.621,0,1,1,1,125
0.667,0,0.817,0.544,0.413,0.658,0.658,0,0,0,0,0,0.0167,0.238,0.94,0.525,0,1,1,1,125
1,0,0.774,0.559,0.726,0.639,0.639,0,0,0,0,0,0,0.098,0.92,0.639,0,1,1,1,125
1,0,0.468,0.486,0.388,0.547,0.547,0,0,0,0,0,0,0.215,0.88,0.45,0,1,1,1,125
1,0,0.203,0.459,0.116,0.463,0.463,0,0,0,0,0,0,0,0.82,0.326,0,1,1,1,125
1,0,0.0833,0.455,0.0743,0.371,0.371,0,0,0,0,0,0,0,0.8,0.295,0,1,1,0,125
1,0,0.0405,0.447,0.0578,0.343,0.343,0,0,0,0,0,0,0.0428,0.78,0.286,0,1,1,0,125
1,0,0.0203,0.465,0.0495,0.343,0.343,0,0,0,0,0,0,0,0.76,0.258,0,1,1,0,125
1,0.467,0.0158,0.465,0.0495,0.334,0.334,0,0,0,0,0,0,0.193,0.74,0.258,0,1,1,0,125
1,0.467,0.0248,0.465,0.0495,0.306,0.306,0,0,0,0,0,0,0.121,0.72,0.258,0,1,1,0,125
1,0.217,0.0405,0.447,0.0768,0.334,0.334,0,0,0,0,0,0,0.116,0.72,0.283,0,1,1,0,125
1,0.0167,0.0653,0.461,0.222,0.398,0.398,0,0,0,0,0,0,0.0582,0.76,0.352,0,1,1,0,125
0.333,0,0.09,0.465,0.0495,0.436,0.436,0,0,0,0,0,0,0,0.8,0.258,0,1,1,0,125
0.333,0,0.11,0.465,0.0495,0.315,0.315,0,0,0,0,0,0,0.128,0.82,0.258,0,1,1,0,125
0.333,0,0.131,0.488,0.156,0.213,0.213,0,0,0,0,0,0,0.0428,0.82,0.243,0,1,1,0,125
0.333,0,0.146,0.488,0.153,0.222,0.222,0,0,0,0,0,0,0.0428,0.8,0.246,0,1,1,0,125
0.333,0,0.162,0.492,0.147,0.232,0.232,0,0,0,0,0,0,0,0.8,0.249,0,1,1,0,125
0,0,0.171,0.465,0.0495,0.222,0.222,0,0,0,0,0,0,0,0.84,0.258,0,1,1,0,125
0.333,0,0.194,0.496,0.142,0.259,0.259,0,0,0,0,0,0,0.0857,0.84,0.258,0,1,1,0,125
0.333,0,0.205,0.492,0.142,0.287,0.287,0,0,0,0,0,0,0,0.84,0.268,0,1,1,0,125
0.333,0,0.23,0.501,0.142,0.297,0.297,0,0,0,0,0,0,0.214,0.82,0.271,0,1,1,0,125
1,0,0.286,0.596,0.332,0.361,0.361,0,0,0,0,0,0,0.0428,0.88,0.361,0,1,1,0,125
0.667,0.217,0.351,0.585,0.247,0.491,0.491,0,0,0,0,0,0,0.327,0.96,0.413,0,1,1,0,125
1,1,0.473,0.658,0.384,0.584,0.584,0,0,0,0,0,0,0.128,1,0.584,0,1,1,0,125
1,0.433,0.662,0.621,0.467,0.621,0.621,0,0,0,0,0,0,0.257,0.96,0.621,0,1,1,0,125
1,0,0.817,0.583,0.595,0.658,0.658,0,0,0,0,0,0,0.29,0.94,0.658,0,1,1,0,125
1,0,0.774,0.528,0.501,0.639,0.639,0,0,0,0,0,0,0.0896,0.92,0.512,0,1,1,0,125
1,0,0.468,0.476,0.219,0.547,0.547,0,0,0,0,0,0,0.461,0.88,0.354,0,1,1,0,125
1,0,0.203,0.459,0.116,0.463,0.463,0,0,0,0,0,0,0.145,0.82,0.326,0,1,1,0,125
1,0,0.0833,0.465,0.0495,0.371,0.371,0,0,0,0,0,0,0,0.8,0.258,0,1,1,1,125
1,0,0.0405,0.447,0.0578,0.343,0.343,0,0,0,0,0,0,0,0.78,0.286,0,1,1,1,125
1,0,0.0203,0.465,0.0495,0.343,0.343,0,0,0,0,0,0,0,0.76,0.258,0,1,1,1,125
1,0,0.0158,0.465,0.0495,0.334,0.334,0,0,0,0,0,0,0,0.74,0.258,0,1,1,1,125
0.667,0,0.0248,0.465,0.0495,0.306,0.306,0,0,0,0,0,0,0,0.72,0.258,0,1,1,1,125
0.667,0,0.0405,0.465,0.0495,0.334,0.334,0,0,0,0,0,0,0.0428,0.72,0.258,0,1,1,1,125
0.667,0,0.0653,0.465,0.0495,0.398,0.398,0,0,0,0,0,0,0.394,0.76,0.258,0,1,1,1,125
1,0,0.09,0.503,0.277,0.436,0.436,0,0,0,0,0,0,0.136,0.8,0.376,0,1,1,1,125
0.333,0,0.11,0.465,0.0495,0.315,0.315,0,0,0,0,0,0,0,0.82,0.258,0,1,1,1,125
0.333,0,0.131,0.465,0.0495,0.213,0.213,0,0,0,0,0,0,0,0.82,0.258,0,1,1,1,125
0.333,0,0.146,0.488,0.153,0.222,0.222,0,0,0,0,0,0,0.442,0.8,0.246,0,1,1,1,125
0.333,0,0.162,0.492,0.147,0.232,0.232,0,0,0,0,0,0,0.0827,0.8,0.249,0,1,1,1,125
0.333,0,0.171,0.496,0.143,0.222,0.222,0,0,0,0,0,0,0,0.84,0.246,0,1,1,1,125
0.333,0,0.194,0.496,0.142,0.259,0.259,0,0.106,0.319,0,0,0,0,0.84,0.258,0,1,1,1,125
0.333,0,0.205,0.492,0.142,0.287,0.287,0,0.386,0.319,0.233,0,0,0.171,0.84,0.268,0,1,1,1,125
0.333,0.217,0.23,0.501,0.142,0.297,0.297,0,0.394,0,0,0,0,0,0.82,0.271,0,1,1,1,125
0.333,1,0.286,0.509,0.144,0.361,0.361,0,0,0,0,0,0,0.0428,0.88,0.292,0,1,1,1,125
1,0.667,0.351,0.646,0.345,0.491,0.491,0,0,0,0,0.501,0.417,0.171,0.96,0.491,0,1,1,1,125
1,0,0.473,0.658,0.384,0.584,0.584,0,0,0,0,0.593,0.283,0.0857,1,0.584,0,1,1,1,125
1,0,0.662,0.621,0.467,0.621,0.621,0,0.199,0.638,0.233,0.409,0,0.128,0.96,0.621,0,1,1,1,125
1,0,0.817,0.544,0.413,0.658,0.658,0,0,0,0,0,0,0.132,0.94,0.525,0,1,1,1,125
1,0,0.774,0.496,0.275,0.639,0.639,0,0,0,0,0,0,0.428,0.92,0.385,0,1,1,1,125
1,0,0.468,0.476,0.219,0.547,0.547,0,0,0,0,0,0,0,0.88,0.354,0,1,1,1,125
1,0,0.203,0.459,0.116,0.463,0.463,0,0,0,0,0,0,0.0428,0.82,0.326,0,1,1,1,125
1,0,0.0833,0.455,0.0743,0.371,0.371,0,0,0,0,0,0,0,0.8,0.295,0,1,1,0,125
1,0,0.0405,0.465,0.0495,0.343,0.343,0,0,0,0,0,0,0,0.78,0.258,0,1,1,0,125
1,0,0.0203,0.443,0.0495,0.343,0.343,0,0,0,0,0,0,0,0.76,0.286,0,1,1,0,125
1,0.217,0.0158,0.438,0.0495,0.334,0.334,0,0,0,0,0,0,0.343,0.74,0.283,0,1,1,0,125
1,1,0.0248,0.443,0.05,0.306,0.306,0,0,0,0,0,0,0.116,0.72,0.274,0,1,1,0,125
1,0.433,0.0405,0.447,0.0768,0.334,0.334,0,0,0,0,0,0,0.149,0.72,0.283,0,1,1,0,125
1,0,0.0653,0.461,0.222,0.398,0.398,0,0,0,0,0,0,0.58,0.76,0.352,0,1,1,0,125
0.667,0.933,0.09,0.484,0.163,0.436,0.436,0,0,0,0,0,0,0.357,0.8,0.317,0,1,1,0,125
0.667,0,0.11,0.488,0.162,0.315,0.315,0,0,0,0,0,0,0.0857,0.82,0.277,0,1,1,0,125
0.333,0,0.131,0.465,0.0495,0.213,0.213,0,0,0,0,0,0,0.257,0.82,0.258,0,1,1,0,125
0.333,0,0.146,0.465,0.0495,0.222,0.222,0,0,0,0,0,0,0,0.8,0.258,0,1,1,0,125
0.333,0,0.162,0.492,0.147,0.232,0.232,0,0,0,0,0,0,0.0428,0.8,0.249,0,1,1,0,125
0.333,0,0.171,0.496,0.143,0.222,0.222,0,0,0,0,0,0,0.386,0.84,0.246,0,1,1,0,125
0.333,0,0.194,0.496,0.142,0.259,0.259,0,0,0,0,0,0,0.193,0.84,0.258,0,1,1,0,125
0,0,0.205,0.465,0.0495,0.287,0.287,0,0,0,0,0,0,0,0.84,0.258,0,1,1,0,125
0,0,0.23,0.465,0.0495,0.297,0.297,0,0,0,0,0,0,0.0428,0.82,0.258,0,1,1,0,125
0.333,0,0.286,0.509,0.144,0.361,0.361,0,0,0,0,0,0,0,0.88,0.292,0,1,1,0,125
0.667,0,0.351,0.585,0.247,0.491,0.491,0,0,0,0,0,0,0.0428,0.96,0.413,0,1,1,0,125
1,0,0.473,0.658,0.384,0.584,0.584,0,0,0,0,0,0,0,1,0.584,0,1,1,0,125
1,0,0.662,0.621,0.467,0.621,0.621,0,0,0,0,0,0,0.0428,0.96,0.621,0,1,1,0,125
1,0,0.817,0.583,0.595,0.658,0.658,0,0,0,0,0,0,0.0857,0.94,0.658,0,1,1,0,125
1,0,0.774,0.528,0.501,0.639,0.639,0,0,0,0,0,0,0,0.92,0.512,0,1,1,0,125
1,0,0.468,0.476,0.219,0.547,0.547,0,0,0,0,0,0,0,0.88,0.354,0,1,1,0,125
1,0,0.203,0.465,0.0495,0.463,0.463,0,0,0,0,0,0,0.171,0.82,0.258,0,1,1,0,125
1,0,0.0833,0.465,0.0495,0.371,0.371,0,0,0,0,0,0,0,0.8,0.258,0,1,1,1,125
1,0,0.0405,0.465,0.0495,0.343,0.343,0,0,0,0,0,0,0,0.78,0.258,0,1,1,1,125
1,0,0.0203,0.465,0.0495,0.343,0.343,0,0,0,0,0,0,0,0.76,0.258,0,1,1,1,125
1,0,0.0158,0.465,0.0495,0.334,0.334,0,0,0,0,0,0,0,0.74,0.258,0,1,1,1,125
1,0,0.0248,0.465,0.0495,0.306,0.306,0,0,0,0,0,0,0,0.72,0.258,0,1,1,1,125
1,0,0.0405,0.465,0.0495,0.334,0.334,0,0,0,0,0,0,0,0.72,0.258,0,1,1,1,125
1,0,0.0653,0.461,0.222,0.398,0.398,0,0,0,0,0,0,0.301,0.76,0.352,0,1,1,1,125
0.667,0,0.09,0.503,0.277,0.436,0.436,0,0,0,0,0,0,0.0715,0.8,0.376,0,1,1,1,125
0.667,0,0.11,0.511,0.274,0.315,0.315,0,0.519,0.957,0,0,0,0.0796,0.82,0.296,0,1,1,1,125
0.667,0,0.131,0.511,0.263,0.213,0.213,0,0.51,0,0.717,0,0,0.14,0.82,0.228,0,1,1,1,125
0.667,0,0.146,0.511,0.256,0.222,0.222,0,0.807,0,0,0,0,0,0.8,0.234,0,1,1,1,125
0.333,0,0.162,0.492,0.147,0.232,0.232,0,0.711,0,0,0,0,0.0857,0.8,0.249,0,1,1,1,125
0.333,0,0.171,0.496,0.143,0.222,0.222,0,0.445,0,0,0,0,0.0857,0.84,0.246,0,1,1,1,125
0.333,0,0.194,0.496,0.142,0.259,0.259,0,0.45,0,0,0,0,0.257,0.84,0.258,0,1,1,1,125
0.333,0,0.205,0.492,0.142,0.287,0.287,0,0.735,0,0,0,0,0.0857,0.84,0.268,0,1,1,1,125
0.333,0,0.23,0.501,0.142,0.297,0.297,0,0.0579,0,0,0,0,0.214,0.82,0.271,0,1,1,1,125
0,0.233,0.286,0.465,0.0495,0.361,0.361,0,0,0,0,0,0,0.3,0.88,0.258,0,1,1,1,125
1,0,0.351,0.646,0.345,0.491,0.491,0,0,0,0,0.263,0.167,0,0.96,0.491,0,1,1,1,125
1,0,0.473,0.658,0.384,0.584,0.584,0,0,0,0,0.331,0.767,0.0428,1,0.584,0,1,1,1,125
1,0.467,0.662,0.621,0.467,0.621,0.621,0,0,0,0,0,0,0.348,0.96,0.621,0,1,1,1,125
1,0,0.817,0.583,0.595,0.658,0.658,0,0,0,0,0.676,0.667,0.214,0.94,0.658,0,1,1,1,125
1,0,0.774,0.496,0.275,0.639,0.639,0,0,0,0,0.244,0.0333,0.0857,0.92,0.385,0,1,1,1,125
1,0,0.468,0.465,0.0495,0.547,0.547,0,0,0,0,0,0,0.0857,0.88,0.258,0,1,1,1,125
1,0,0.203,0.465,0.0495,0.463,0.463,0,0,0,0,0,0,0,0.82,0.258,0,1,1,1,125
1,0,0.099,0.465,0.0495,0.371,0.371,0,0,0,0,0,0,0,0.8,0.258,0,1,1,0,125
1,0,0.0495,0.465,0.0495,0.343,0.343,0,0,0,0,0,0,0,0.78,0.258,0,1,1,0,125
1,0,0.027,0.465,0.0495,0.343,0.343,0,0,0,0,0,0,0,0.76,0.258,0,1,1,0,125
1,0,0.018,0.465,0.0495,0.334,0.334,0,0,0,0,0,0,0,0.74,0.258,0,1,1,0,125
1,0,0.0248,0.465,0.0495,0.306,0.306,0,0,0,0,0,0,0,0.72,0.258,0,1,1,0,125
1,0,0.0315,0.465,0.0495,0.334,0.334,0,0,0,0,0,0,0,0.72,0.258,0,1,1,0,125
1,0,0.054,0.465,0.0495,0.398,0.398,0,0,0,0,0,0,0,0.76,0.258,0,1,1,0,125
0.667,0,0.0968,0.465,0.0495,0.436,0.436,0,0,0,0,0,0,0,0.8,0.258,0,1,1,0,125
0.667,0,0.16,0.465,0.0495,0.315,0.315,0,0,0,0,0,0,0.162,0.82,0.258,0,1,1,0,125
0.667,0,0.212,0.488,0.156,0.213,0.213,0,0,0,0,0,0,0.168,0.82,0.243,0,1,1,0,125
1,0,0.252,0.511,0.256,0.222,0.222,0,0,0,0,0,0,0,0.8,0.234,0,1,1,0,125
1,0,0.277,0.546,0.343,0.232,0.232,0,0,0,0,0,0,0,0.8,0.232,0,1,1,0,125
0.667,0,0.297,0.528,0.237,0.222,0.222,0,0,0,0,0,0,0.128,0.84,0.234,0,1,1,0,125
1,0,0.351,0.559,0.328,0.259,0.259,0,0,0,0,0,0,0,0.84,0.259,0,1,1,0,125
0.667,0,0.401,0.519,0.235,0.287,0.287,0,0,0,0,0,0,0,0.84,0.277,0,1,1,0,125
0.667,0.717,0.441,0.501,0.142,0.297,0.297,0,0,0,0,0,0,0.128,0.82,0.271,0,1,1,0,125
0.667,1,0.464,0.509,0.144,0.361,0.361,0,0,0,0,0,0,0.343,0.88,0.292,0,1,1,0,125
0.667,0.65,0.479,0.525,0.148,0.491,0.491,0,0,0,0,0,0,0.385,0.96,0.336,0,1,1,0,125
0.667,0,0.565,0.594,0.273,0.584,0.584,0,0,0,0,0,0,0.385,1,0.475,0,1,1,0,125
1,0,0.743,0.621,0.467,0.621,0.621,0,0,0,0,0,0,0.214,0.96,0.621,0,1,1,0,125
